[90m[Sep 25 16:32:25][0m [32m INFO[0m[39m [localhost][0m [39mValidating config...[0m
[90m[Sep 25 16:32:25][0m [32m INFO[0m[39m [localhost][0m [39mLoaded: /vuls/results/2019-09-25T16:30:47-04:00[0m
[90m[Sep 25 16:32:25][0m [32m INFO[0m[39m [localhost][0m [39mValidating db config...[0m
[36mINFO[0m[0000] -cvedb-type: sqlite3, -cvedb-url: , -cvedb-path: /vuls/cve.sqlite3 
[36mINFO[0m[0000] -ovaldb-type: sqlite3, -ovaldb-url: , -ovaldb-path: /vuls/oval.sqlite3 
[36mINFO[0m[0000] -gostdb-type: sqlite3, -gostdb-url: , -gostdb-path: /vuls/gost.sqlite3 
[36mINFO[0m[0000] -exploitdb-type: sqlite3, -exploitdb-url: , -exploitdb-path: /vuls/go-exploitdb.sqlite3 
[32mINFO[0m[09-25|16:32:25] Opening DB.                              [32mdb[0m=sqlite3
[32mINFO[0m[09-25|16:32:25] Migrating DB.                            [32mdb[0m=sqlite3
[32mINFO[0m[09-25|16:32:25] Opening Database.                        [32mdb[0m=sqlite3
[32mINFO[0m[09-25|16:32:25] Migrating DB.                            [32mdb[0m=sqlite3
bids-baracus@host (ubuntu14.04) on host
=======================================
Total: 216 (High:58 Medium:139 Low:19 ?:0), 0/216 Fixed, 218 installed, 7 exploits, en: 0, ja: 0 alerts

+------------------+---------+------+------+----+------+---------------------------------------------------+
|      CVE-ID      |  FIXED  | CERT | CVSS | AV | POC  |                        NVD                        |
| CVE-2017-6508    | unknown |      |  6.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-6508    |
| CVE-2019-9740    | unfixed |      |  6.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9740    |
| CVE-2019-9947    | unfixed |      |  6.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9947    |
| CVE-2015-8984    | unknown |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2015-8984    |
| CVE-2016-10228   | unfixed |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-10228   |
| CVE-2016-6153    | unfixed |      |  5.9 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2016-6153    |
| CVE-2016-7099    | unfixed |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-7099    |
| CVE-2017-12132   | unfixed |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-12132   |
| CVE-2017-12133   | unfixed |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-12133   |
| CVE-2017-6512    | unknown |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-6512    |
| CVE-2018-0734    | unknown |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-0734    |
| CVE-2018-0737    | unknown |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-0737    |
| CVE-2018-1049    | unknown |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-1049    |
| CVE-2019-1559    | unfixed |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-1559    |
| CVE-2014-9645    | unknown |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2014-9645    |
| CVE-2015-9261    | unknown |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2015-9261    |
| CVE-2016-9401    | unknown |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9401    |
| CVE-2017-13685   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-13685   |
| CVE-2017-15873   | unknown |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-15873   |
| CVE-2017-17087   | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-17087   |
| CVE-2018-18384   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-18384   |
| CVE-2018-5730    | unknown |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-5730    |
| CVE-2019-7309    | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7309    |
| CVE-2015-5186    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2015-5186    |
| CVE-2016-3119    | unknown |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-3119    |
| CVE-2016-7426    | unknown |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-7426    |
| CVE-2018-20217   | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20217   |
| CVE-2018-7159    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-7159    |
| CVE-2018-7169    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-7169    |
| CVE-2014-9620    | unknown |      |  5.0 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2014-9620    |
| CVE-2014-9621    | unknown |      |  5.0 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2014-9621    |
| CVE-2015-5276    | unfixed |      |  5.0 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2015-5276    |
| CVE-2016-5011    | unfixed |      |  4.7 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2016-5011    |
| CVE-2017-14159   | unfixed |      |  4.7 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-14159   |
| CVE-2017-2616    | unknown |      |  4.7 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-2616    |
| CVE-2018-0495    | unknown |      |  4.7 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-0495    |
| CVE-2018-20482   | unfixed |      |  4.7 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20482   |
| CVE-2016-7427    | unknown |      |  4.3 |  A |      | https://nvd.nist.gov/vuln/detail/CVE-2016-7427    |
| CVE-2016-7428    | unknown |      |  4.3 |  A |      | https://nvd.nist.gov/vuln/detail/CVE-2016-7428    |
| CVE-2016-7429    | unknown |      |  4.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-7429    |
| CVE-2018-12123   | unfixed |      |  4.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12123   |
| CVE-2014-9913    | unfixed |      |  4.0 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2014-9913    |
| CVE-2016-9844    | unfixed |      |  4.0 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9844    |
| CVE-2013-4235    | unfixed |      |  3.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2013-4235    |
| CVE-2019-5010    | unfixed |      |  3.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-5010    |
| CVE-2015-8629    | unknown |      |  3.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2015-8629    |
| CVE-2017-7407    | unknown |      |  2.4 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-7407    |
| CVE-2013-0157    | unfixed |      |  2.1 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2013-0157    |
+------------------+---------+------+------+----+------+---------------------------------------------------+

host (ubuntu18.10)
==================
Total: 323 (High:41 Medium:260 Low:21 ?:1), 0/323 Fixed, 2188 installed, 3 exploits, en: 0, ja: 0 alerts

+------------------+---------+------+------+----+------+---------------------------------------------------+
|      CVE-ID      |  FIXED  | CERT | CVSS | AV | POC  |                        NVD                        |
+------------------+---------+------+------+----+------+---------------------------------------------------+
| CVE-2017-9525    | unfixed |      | 10.0 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-9525    |
| CVE-2018-17793   | unfixed |      | 10.0 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-17793   |
| CVE-2019-15505   | unfixed |      | 10.0 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15505   |
| CVE-2016-1585    | unfixed |      |  9.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-1585    |
| CVE-2016-9085    | unfixed |      |  9.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9085    |
| CVE-2016-9841    | unfixed |      |  9.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9841    |
| CVE-2016-9843    | unfixed |      |  9.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9843    |
| CVE-2017-18201   | unfixed |      |  9.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-18201   |
| CVE-2017-18342   | unfixed |      |  9.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-18342   |
| CVE-2017-8283    | unfixed |      |  9.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-8283    |
| CVE-2018-1000852 | unfixed |      |  9.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-1000852 |
| CVE-2018-11236   | unfixed |      |  9.8 |  N |    Y | https://nvd.nist.gov/vuln/detail/CVE-2018-11236   |
| CVE-2018-12699   | unfixed |      |  9.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12699   |
| CVE-2018-20839   | unfixed |      |  9.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20839   |
| CVE-2019-6446    | unfixed |      |  9.8 |  N |    Y | https://nvd.nist.gov/vuln/detail/CVE-2019-6446    |
| CVE-2019-9169    | unfixed |      |  9.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9169    |
| CVE-2019-2126    | unfixed |      |  9.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-2126    |
| CVE-2016-9180    | unfixed |      |  9.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9180    |
| CVE-2018-3294    | unfixed |      |  9.0 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-3294    |
| CVE-2015-5237    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2015-5237    |
| CVE-2016-9840    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9840    |
| CVE-2016-9842    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9842    |
| CVE-2017-14160   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-14160   |
| CVE-2017-17513   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-17513   |
| CVE-2017-2888    | unknown |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-2888    |
| CVE-2017-9111    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-9111    |
| CVE-2017-9113    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-9113    |
| CVE-2017-9115    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-9115    |
| CVE-2018-1000021 | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-1000021 |
| CVE-2018-10392   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-10392   |
| CVE-2018-11489   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-11489   |
| CVE-2018-18444   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-18444   |
| CVE-2018-3977    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-3977    |
| CVE-2019-12219   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12219   |
| CVE-2019-13295   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13295   |
| CVE-2019-13304   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13304   |
| CVE-2019-13305   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13305   |
| CVE-2019-13306   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13306   |
| CVE-2019-13307   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13307   |
| CVE-2019-13308   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13308   |
| CVE-2019-13391   | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13391   |
| CVE-2019-5827    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-5827    |
| CVE-2019-7572    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7572    |
| CVE-2019-7573    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7573    |
| CVE-2019-7574    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7574    |
| CVE-2019-7575    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7575    |
| CVE-2019-7576    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7576    |
| CVE-2019-7577    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7577    |
| CVE-2019-7578    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7578    |
| CVE-2019-7635    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7635    |
| CVE-2019-7636    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7636    |
| CVE-2019-7637    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7637    |
| CVE-2019-7638    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7638    |
| CVE-2019-9543    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9543    |
| CVE-2019-9545    | unfixed |      |  8.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9545    |
| CVE-2018-3292    | unfixed |      |  8.6 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-3292    |
| CVE-2018-3293    | unfixed |      |  8.6 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-3293    |
| CVE-2018-3295    | unfixed |      |  8.6 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-3295    |
| CVE-2018-3296    | unfixed |      |  8.6 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-3296    |
| CVE-2018-3297    | unfixed |      |  8.6 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-3297    |
| CVE-2018-3298    | unfixed |      |  8.6 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-3298    |
| CVE-2018-3309    | unfixed |      |  8.2 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-3309    |
| CVE-2019-6486    | unfixed |      |  8.2 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-6486    |
| CVE-2018-1000500 | unfixed |      |  8.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-1000500 |
| CVE-2018-14348   | unfixed |      |  8.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-14348   |
| CVE-2018-16873   | unfixed |      |  8.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-16873   |
| CVE-2018-16874   | unfixed |      |  8.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-16874   |
| CVE-2019-13351   | unfixed |      |  8.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13351   |
| CVE-2013-7445    | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2013-7445    |
| CVE-2016-2568    | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2016-2568    |
| CVE-2017-11164   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-11164   |
| CVE-2017-11695   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-11695   |
| CVE-2017-11696   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-11696   |
| CVE-2017-11697   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-11697   |
| CVE-2017-11698   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-11698   |
| CVE-2017-13165   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-13165   |
| CVE-2017-15131   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-15131   |
| CVE-2017-7245    | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-7245    |
| CVE-2017-7246    | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-7246    |
| CVE-2017-7263    | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-7263    |
| CVE-2017-7961    | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-7961    |
| CVE-2018-1000035 | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-1000035 |
| CVE-2018-1000876 | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-1000876 |
| CVE-2018-11237   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-11237   |
| CVE-2018-12930   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12930   |
| CVE-2018-12931   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12931   |
| CVE-2018-16875   | unfixed |      |  7.8 |  N |    Y | https://nvd.nist.gov/vuln/detail/CVE-2018-16875   |
| CVE-2018-19295   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-19295   |
| CVE-2018-19358   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-19358   |
| CVE-2018-19490   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-19490   |
| CVE-2018-19491   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-19491   |
| CVE-2018-19492   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-19492   |
| CVE-2018-19931   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-19931   |
| CVE-2018-20030   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20030   |
| CVE-2018-20669   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20669   |
| CVE-2018-20843   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20843   |
| CVE-2018-7738    | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-7738    |
| CVE-2019-1010180 | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-1010180 |
| CVE-2019-12439   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12439   |
| CVE-2019-12977   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12977   |
| CVE-2019-12978   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12978   |
| CVE-2019-12979   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12979   |
| CVE-2019-13135   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13135   |
| CVE-2019-14368   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-14368   |
| CVE-2019-14814   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-14814   |
| CVE-2019-14816   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-14816   |
| CVE-2019-15098   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15098   |
| CVE-2019-15099   | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15099   |
| CVE-2019-15117   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15117   |
| CVE-2019-15918   | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15918   |
| CVE-2019-3843    | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-3843    |
| CVE-2019-3844    | unfixed |      |  7.8 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-3844    |
| CVE-2019-9511    | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9511    |
| CVE-2019-9513    | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9513    |
| CVE-2019-9587    | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9587    |
| CVE-2019-9588    | unfixed |      |  7.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9588    |
| CVE-2009-5155    | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2009-5155    |
| CVE-2012-2663    | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2012-2663    |
| CVE-2015-3416    | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2015-3416    |
| CVE-2016-9917    | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9917    |
| CVE-2016-9918    | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9918    |
| CVE-2017-12067   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-12067   |
| CVE-2017-12852   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-12852   |
| CVE-2017-16516   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-16516   |
| CVE-2017-9814    | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-9814    |
| CVE-2018-1000135 | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-1000135 |
| CVE-2018-10393   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-10393   |
| CVE-2018-10767   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-10767   |
| CVE-2018-12648   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12648   |
| CVE-2018-12697   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12697   |
| CVE-2018-12698   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12698   |
| CVE-2018-12700   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12700   |
| CVE-2018-19591   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-19591   |
| CVE-2018-20786   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20786   |
| CVE-2018-20796   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20796   |
| CVE-2018-5709    | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-5709    |
| CVE-2018-6952    | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-6952    |
| CVE-2019-12761   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12761   |
| CVE-2019-13050   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13050   |
| CVE-2019-13509   | unknown |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13509   |
| CVE-2019-16168   | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-16168   |
| CVE-2019-9192    | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9192    |
| CVE-2019-9578    | unfixed |      |  7.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9578    |
| CVE-2019-12098   | unfixed |      |  7.4 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12098   |
| CVE-2019-1543    | unfixed |      |  7.4 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-1543    |
| CVE-2016-4484    | unfixed |      |  7.2 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2016-4484    |
| CVE-2019-14821   | unfixed |      |  7.2 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-14821   |
| CVE-2017-13716   | unfixed |      |  7.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-13716   |
| CVE-2017-14108   | unfixed |      |  7.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-14108   |
| CVE-2017-8871    | unfixed |      |  7.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-8871    |
| CVE-2018-1000654 | unfixed |      |  7.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-1000654 |
| CVE-2019-12360   | unfixed |      |  7.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12360   |
| CVE-2019-12493   | unfixed |      |  7.1 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12493   |
| CVE-2019-11486   | unfixed |      |  7.0 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11486   |
| CVE-2019-10208   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-10208   |
| CVE-2019-11733   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11733   |
| CVE-2019-11734   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11734   |
| CVE-2019-11735   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11735   |
| CVE-2019-11740   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11740   |
| CVE-2019-11741   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11741   |
| CVE-2019-11742   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11742   |
| CVE-2019-11743   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11743   |
| CVE-2019-11744   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11744   |
| CVE-2019-11746   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11746   |
| CVE-2019-11748   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11748   |
| CVE-2019-11749   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11749   |
